PIC,Title,Author,Pros,Cons,OCN,Summary,Verdict,URL,Date
https://i.rtings.com/images/reviews/headphones/bose/quietcomfort-35-ii/quietcomfort-35-ii-design-medium.jpg,Bose QuietComfort 35 II/QC35 II Wireless 2018 Review,Marc Henney,Good noise isolation.,Moderate leakage at high volumes.,Headphones,"The Bose QuietComfort 35 II are great headphones for commuting and traveling with a few improvements over the previous model. The redesign doesn't change much, b...",,https://www.rtings.com/headphones/reviews/bose/quietcomfort-35-ii-qc35-ii-wireless-2018,2018-03-01
https://i.rtings.com/images/reviews/headphones/bose/soundwear/soundwear-design-medium.jpg,Bose SoundWear Companion Speaker Review,Marc Henney,Great breathability and comfort.,No isolation from ambient noise by design.,Headphones,The Bose SoundWear are wireless around-the-neck companion speakers that will not be versatile enough for most use cases. They won't be the best option to use out...,,https://www.rtings.com/headphones/reviews/bose/soundwear-companion-speaker,2018-07-13
https://i.rtings.com/images/reviews/headphones/bose/hearphones/hearphones-design-medium.jpg,Bose Hearphones Wireless Review,Jean-Simon Bonneterre,Unique conversation-enhancing feature.,Sub-par audio quality.,Headphones,The Bose Hearphones are unique earbuds that have a conversation-enhancing feature. They're designed to help you hear better by amplifying ambient noise. They als...,,https://www.rtings.com/headphones/reviews/bose/hearphones-wireless,2019-06-18
https://i.rtings.com/images/reviews/headphones/bose/noise-cancelling-headphones-700/noise-cancelling-headphones-700-design-medium.jpg,Bose 700 Headphones Wireless Review,Ian McPhail,Impressive Bluetooth microphone.,Sound less balanced than other Bose over-ears.,Headphones,"The Bose Noise Cancelling Headphones 700 are comfortable, well-built noise cancelling over-ears. They have a more futuristic design that feels better-built than ...",,https://www.rtings.com/headphones/reviews/bose/700-headphones-wireless,2019-07-19
https://i.rtings.com/images/reviews/headphones/articles/best/best-bose-medium.jpg,The 4 Best Bose Headphones of 2020: Reviews,Ian McPhail,,,Headphones,We have currently reviewed 15 Bose headphones. The best Bose headphones for casual use are the Bose QuietComfort 35 II.,,https://www.rtings.com/headphones/reviews/bose,2020-04-09
https://i.rtings.com/images/reviews/headphones/bluedio/u-plus/u-plus-design-medium.jpg,Bluedio U Plus/UFO Wireless Review,Sam Vafaei,Sturdy build quality.,Poor sound quality.,Headphones,"The Bluedio U Plus are decently sturdy and comfortable wireless headphones with a sleeker design than the rest of the Bluedio lineup. Unfortunately, they have a ...",,https://www.rtings.com/headphones/reviews/bluedio/u-plus-ufo-wireless,2017-07-27
https://i.rtings.com/images/reviews/headphones/bluedio/t3-plus/t3-plus-design-medium.jpg,Bluedio T3 Plus Wireless Review,Sam Vafaei,Durable build quality.,Poor audio reproduction,Headphones,"The Bludeio T3 Plus are well-built, sturdy wireless headphones for their price range. The Plus model even allows you to play music directly from a micro SD card....",,https://www.rtings.com/headphones/reviews/bluedio/t3-plus-wireless,2016-11-14
https://i.rtings.com/images/reviews/headphones/beyerdynamic/dt-880/dt-880-design-medium.jpg,Beyerdynamic DT 880 Review,Sam Vafaei,Great audio reproduction.,"Very sensitive to ambient noise, by design.",Headphones,"The DT 880 are good critical listening headphones with a well-balanced and open sound. They have a durable build, and they're decently comfortable, but they're a...",,https://www.rtings.com/headphones/reviews/beyerdynamic/dt-880,2017-05-02
https://i.rtings.com/images/reviews/headphones/bluedio/t2s-turbine/t2s-turbine-design-medium.jpg,Bluedio T2S/Turbine T2S Wireless Review,Sam Vafaei,Decent audio reproduction.,Poor isolation.,Headphones,"The Bluedio T2S Turbine have a decent but slightly unbalanced audio reproduction. The powerful bass may be appealing to some but their poor isolation, comfort, a...",,https://www.rtings.com/headphones/reviews/bluedio/t2s-turbine-t2s-wireless,2016-04-01
https://i.rtings.com/images/reviews/headphones/beyerdynamic/dt-990-pro/dt-990-pro-design-medium.jpg,Beyerdynamic DT 990 PRO Review,Sam Vafaei,Sturdy and durable build.,"Loud leakage, by design.",Headphones,The Beyerdynamic DT 990 PRO are sturdy critical listening headphones. They deliver an excellent audio reproduction but their open-back design is not ideal for ev...,,https://www.rtings.com/headphones/reviews/beyerdynamic/dt-990-pro,2016-06-24
https://i.rtings.com/images/reviews/headphones/beyerdynamic/dt-770-pro/dt-770-pro-design-medium.jpg,Beyerdynamic DT 770 PRO Review,Sam Vafaei,"Sturdy, durable build quality.",Leaky at higher volumes.,Headphones,"The Beyerdynamic DT 770 Pro are well-built, durable and great-sounding closed-back headphones. They're a bit more versatile and have a slightly better Bass than ...",,https://www.rtings.com/headphones/reviews/beyerdynamic/dt-770-pro,2017-06-02
https://i.rtings.com/images/reviews/headphones/beyerdynamic/t1-2nd-generation/t1-2nd-generation-design-medium.jpg,Beyerdynamic T1 2nd Generation 2016 Review,Jean-Simon Bonneterre,Good audio reproduction.,Can be tight for some.,Headphones,"The Beyerdynamic T1 Generation 2 are good, premium critical listening headphones. They have good audio reproduction and have the same great build quality as simi...",,https://www.rtings.com/headphones/reviews/beyerdynamic/t1-2nd-generation-2016,2019-04-11
https://i.rtings.com/images/reviews/headphones/beyerdynamic/dt-1990-pro/dt-1990-pro-design-medium.jpg,Beyerdynamic DT 1990 PRO Review,Sam Vafaei,Comfortable.,"High leakage and poor isolation, by design.",Headphones,"The Beyerdynamic DT 1990 PRO are great, well-built critical listening headphones. They have the most premium look and feel of all the Beyerdynamic models that we...",,https://www.rtings.com/headphones/reviews/beyerdynamic/dt-1990-pro,2018-06-12
https://i.rtings.com/images/reviews/headphones/beyerdynamic/dt-1770-pro/dt-1770-pro-design-medium.jpg,Beyerdynamic DT 1770 PRO Review,Sam Vafaei,"Sturdy, durable build quality.",Tight on the head.,Headphones,The Beyerdynamic DT 1770 PRO are great closed-back critical listening headphones with a good and balanced sound. They are well-built and offer great comfort if y...,,https://www.rtings.com/headphones/reviews/beyerdynamic/dt-1770-pro,2018-11-22
https://i.rtings.com/images/reviews/headphones/beyerdynamic/amiron-wireless/amiron-wireless-design-medium.jpg,Beyerdynamic Amiron Wireless Review,Jake Thauvette,Durable yet premium high-end design.,Bass delivery varies significantly across different users.,Headphones,The Beyerdynamic Amiron Wireless are closed-back Bluetooth over-ear headphones with a very premium design. Their understated style might not necessarily turn hea...,,https://www.rtings.com/headphones/reviews/beyerdynamic/amiron-wireless,2020-03-09
https://i.rtings.com/images/reviews/tv/samsung/f4500/f4500-design-medium.jpg,"Samsung F4500 Review (PN43F4500, PN51F4500)",Cedric Demers,"Good overall picture quality, especially considering the price.",The resolution is only 720 p. You will notice a screen door effect if you sit close to the TV.,TV,"The Samsung F4500 is a great entry-level plasma with beautiful blacks and shadows. If you are sitting close to the television, though, its low resolution (720p) ...",,https://www.rtings.com/tv/reviews/samsung/f4500,2013-07-14
https://i.rtings.com/images/reviews/tv/samsung/f5300/f5300-design-medium.jpg,"Samsung F5300 Review (PN51F5300, PN60F5300, PN64F5300)",Cedric Demers,Good picture quality. It has good contrast and handles motion well.,Average-high input lag. It is still playable though.,TV,"The Samsung Plasma F5300 is a good budget plasma TV. The picture quality in a dark room is excellent. However, it isn't good for viewing in a bright living room....",,https://www.rtings.com/tv/reviews/samsung/f5300,2013-07-08
https://i.rtings.com/images/reviews/headphones/bluedio/t4/t4-design-medium.jpg,Bluedio T4 Turbine Wireless Review,Marc Henney,Good build quality.,Extremely high latency.,Headphones,The Bluedio T4 have a better design and sound quality than the previous models but a drastically worse latency performance. They're sturdy and durable headphones...,,https://www.rtings.com/headphones/reviews/bluedio/t4-turbine-wireless,2017-07-11
https://i.rtings.com/images/reviews/tv/samsung/f5500-led/f5500-led-design-medium.jpg,"Samsung F5500 LED Review (UN32F5500, UN40F5500, UN46F5500, UN50F5500)",Cedric Demers,"Very good picture quality for the price, both in terms of contrast and motion handling.",No ,TV,"The Samsung F5500 LED TV is very good for the price. It has about the same picture quality as the F6300 or FH6030, despite only being a 60Hz TV. If you do not ne...",,https://www.rtings.com/tv/reviews/samsung/f5500-led,2013-10-01
https://i.rtings.com/images/reviews/tv/samsung/fh6030/fh6030-design-medium.jpg,"Samsung FH6030 Review (UN40FH6030, UN46FH6030, UN55FH6030)",Cedric Demers,Very good contrast ratio.,Only 2 HDMI inputs,TV,"The Samsung FH6030 LED TV has only two main downsides: its rather high input lag, and its limited viewing angle. Besides that, it is a great TV with very good co...",,https://www.rtings.com/tv/reviews/samsung/fh6030,2013-08-20
https://i.rtings.com/images/reviews/tv/sharp/uh30u/uh30u-design-medium.jpg,"Sharp UH30U Review (LC-70UH30U, LC-80UH30U)",Cedric Demers,Wider color gamut,All upscaled resolutions are over-sharpened.,TV,"While the Sharp UH30U 4k TV is not exceptional at anything, it is an all-around good TV. Its main flaws are the oversharpness of upscaled content and the loss of...",,https://www.rtings.com/tv/reviews/sharp/uh30u,2015-07-19
https://i.rtings.com/images/reviews/tv/samsung/f8500/f8500-design-medium.jpg,"Samsung F8500 Review (PN51F8500, PN60F8500, PN64F8500)",Cedric Demers,Brighter than any plasma. It is the only plasma that can be put in a bright room.,"Although its blacks are good, they aren't as good as in equivalent models from Panasonic.",TV,"The Samsung F8500 is the brightest plasma TV ever, and is even able to challenge some LEDs. While its blacks don't beat plasmas from Panasonic (like the ST60), t...",,https://www.rtings.com/tv/reviews/samsung/f8500,2013-10-25
https://i.rtings.com/images/reviews/tv/samsung/f5500-plasma/f5500-plasma-design-medium.jpg,"Samsung F5500 Plasma Review (PN51F5500, PN60F5500, PN64F5500)",Cedric Demers,Good contrast ratio.,Reflects a lot of light. The screen appears grayish when the lights are on.,TV,"The Samsung F5500 Plasma TV has the same panel as the F5300, but comes packed with more features. It adds 3D and Samsung's Smart TV interface. The screen still r...",,https://www.rtings.com/tv/reviews/samsung/f5500-plasma,2013-08-30
https://i.rtings.com/images/reviews/tv/samsung/f6300/f6300-design-medium.jpg,"Samsung F6300 Review (UN32F6300, UN40F6300, UN46F6300, UN50F6300, UN55F6300, UN60F6300, UN65F6300, UN75F6300)",Cedric Demers,Very good motion handling for an LED TV. You will see little amount of blur in video games.,"Average input lag, but it won't be noticeable for the majority of gamers.",TV,"If you do not want 3D, the Samsung F6300 LED TV is a great choice. Besides its narrow viewing angle, it is a well-rounded LED TV. If you do not need the Smart TV...",,https://www.rtings.com/tv/reviews/samsung/f6300,2013-08-20
https://i.rtings.com/images/reviews/tv/samsung/h6400/h6400-design-medium.jpg,"Samsung H6400 Review (UN40H6400, UN48H6400, UN50H6400, UN55H6400, UN60H6400, UN65H6400)",Cedric Demers,"Great picture quality, both in dark and bright rooms.",The frame has a clear plastic around it which feels a bit flimsy and increases the thickness of the borders.,TV,"The Samsung H6400 LED TV is the same TV as the H6350, but with 3D, a better remote, and a slightly different design. The picture quality is the same, which is re...",,https://www.rtings.com/tv/reviews/samsung/h6400,2014-06-13
https://i.rtings.com/images/reviews/tv/samsung/tu8000/tu8000-design-medium.jpg,"Samsung TU8000 Review (UN43TU8000FXZA, UN50TU8000FXZA, UN55TU8000FXZA, UN65TU8000FXZA, UN75TU8000FXZA)",Alexander Tozzi,Incredibly low input lag.,Doesn't support a wide color gamut.,TV,The Samsung TU8000 is a good TV but it lacks some key features you might find in higher-end TVs. It has exceptional dark room performance thanks to its excellent...,,https://www.rtings.com/tv/reviews/samsung/tu8000,2020-03-18
https://i.rtings.com/images/reviews/tv/samsung/h6203/h6203-design-medium.jpg,"Samsung H6203 Review (UN40H6203, UN46H6203, UN50H6203, UN55H6203, UN60H6203, UN65H6203)",Cedric Demers,Great picture quality. The blacks are great in a dark room and the screen doesn't reflect a lot of light in a bright one.,"Very slow smart TV features. Every software feature, from the web browser to USB playback, is slow to respond.",TV,"The Samsung H6203 LED TV has the same great picture as the pricier H6350. However, the build quality is poor and the software features are significantly slower.",,https://www.rtings.com/tv/reviews/samsung/h6203,2014-10-20
https://i.rtings.com/images/reviews/tv/samsung/h5203/h5203-design-medium.jpg,"Samsung H5203 Review (UN32H5203, UN40H5203, UN46H5203, UN50H5203)",Cedric Demers,"Great overall picture quality, with deep blacks.",No ,TV,"The Samsung H5203 LED TV is a cheaper variant of the popular Samsung H5500. It has the same good picture quality, but with a slower processor and a thicker bezel...",,https://www.rtings.com/tv/reviews/samsung/h5203,2014-10-31
https://i.rtings.com/images/reviews/tv/samsung/h5500/h5500-design-medium.jpg,"Samsung H5500 Review (UN32H5500, UN40H5500, UN48H5500)",Cedric Demers,Good overall picture quality. The contrast ratio is good and the screen doesn't reflect a lot of light.,"Significant motion blur, which isn't good for gaming.",TV,"The Samsung H5500 LED TV has a great design and good picture quality. However, it has significant  motion blur, which isn't ideal for gaming.",,https://www.rtings.com/tv/reviews/samsung/h5500,2014-11-06
https://i.rtings.com/images/reviews/tv/samsung/h7150/h7150-design-medium.jpg,"Samsung H7150 Review (UN46H7150, UN55H7150, UN60H7150, UN65H7150, UN75H7150)",Cedric Demers,Excellent  picture quality.,Limited viewing angle. The colors lose saturation when viewed from the sides.,TV,"The  Samsung H7150 LED TV is a very good TV with great picture quality. It has a glossier screen than the Samsung H6350, but reflects less light. It also has bet...",,https://www.rtings.com/tv/reviews/samsung/h7150,2014-05-01
