Title,PIC,Summary,Author,Date,Pros,Cons,URL,Source_internal_ID,Product Name,Verdict,OCN
"Review: Lenovo’s IdeaPad Yoga 11S is good, but it’s late to the party",https://cdn.arstechnica.net/wp-content/uploads/2013/07/IMG_6610-640x215.jpg,"Smaller, flexible convertible PC needs either Haswell or a time machine.",Andrew Cunningham,2013-07-17,The Yoga's flexible hinge makes it one of our favorite convertible designs,One USB 2.0 port—it's time to embrace USB 3.0 already,https://arstechnica.com/gadgets/2013/07/review-lenovos-ideapad-yoga-11s-is-good-but-its-late-to-the-party/,308375,"Review: Lenovo’s IdeaPad Yoga 11S is good, but it’s late to the party","The second wave of Windows 8 hardware looks promising. OEMs have gone back to the drawing board and come up with improved versions of their original designs. Unfortunately, as much as we continue to like the Yoga's hinge, the 11S feels like a first-wave Windows 8 laptop released a few months too late. Wake us up when the Yogas get Haswell.",gadgets
"Review: With the iPhone 5S, Apple lays groundwork for a brighter future",https://cdn.arstechnica.net/wp-content/uploads/2013/09/IMG_7367-640x215.jpg,Touch ID and the 64-bit A7 are deceptively large steps in the iPhone's evolution.,Andrew Cunningham,2013-09-24,"The iPhone 5 design is still sturdy and attractive, and ""space gray"" should hold up better to scuffs than last year's black model","The fingerprint sensor is imperfect as a standalone authentication tool, and Apple doesn't (yet?) support two-factor authentication",https://arstechnica.com/gadgets/2013/09/review-with-the-iphone-5s-apple-lays-groundwork-for-a-brighter-future/,343185,"Review: With the iPhone 5S, Apple lays groundwork for a brighter future","Long story short, if you currently own an iPhone that is not an iPhone 5, this is the one you should get, if only because the 5S will guarantee you the best software experience for the longest amount of time. If you do own an iPhone 5, stick with it until next year and you'll probably end up with all the 5S' improvements and more. The fact of the matter is that most people already know whether they want an iPhone at this point. It's a thoroughly known quantity. If you know you want an iPhone, this is the best iPhone that there is—at least until the next one comes out.",gadgets
Video review: Zooming across Texas in the Tesla Model S,https://cdn.arstechnica.net/wp-content/uploads/2013/10/teslavidlist-640x215.jpg,An epic-length video documenting our electrifying electric car journey.,Lee Hutchinson,2013-10-28,,,https://arstechnica.com/gadgets/2013/10/video-review-tesla-model-s/,361029,Video ,"I've got a whole lot to say about the Model S in our long-form review, but the most important thing is this: after laying down that many miles in the Model S, we learned that it's not just a great electric car—it's a great ",gadgets
Review: Galaxy S 4 Active is a Samsung phone for folks who hate Samsung phones,https://cdn.arstechnica.net/wp-content/uploads/2013/07/IMG_66371-640x215.jpg,It keeps the high-end guts and sports heavy-duty plastic but ditches AMOLED.,Andrew Cunningham,2013-07-21,The same fast internals as the regular S 4,Slightly inferior camera and speaker,https://arstechnica.com/gadgets/2013/07/review-galaxy-s-4-active-is-a-samsung-phone-for-folks-who-hate-samsung-phones/,309329,Review: Galaxy S 4 Active is a Samsung phone for folks who hate Samsung phones,"For the trade-off, you get a slightly worse camera, slightly worse battery life, and the inability to buy the phone from anyone who isn't AT&T. All this means it's not the perfect alternative to the vanilla S 4, but AT&T customers looking to upgrade should at least give this one a look before going with the standard version.",gadgets
Greater than the sum of its specs: Google’s Moto X reviewed,https://cdn.arstechnica.net/wp-content/uploads/2013/08/IMG_6922-640x215.jpg,"It's more expensive than we'd like, but it's a big step forward for Motorola.",Andrew Cunningham,2013-08-16,A flagship Android handset that isn't allergic to one-handed use,Average camera that's very susceptible to smudges,https://arstechnica.com/gadgets/2013/08/greater-than-the-sum-of-its-specs-googles-moto-x-reviewed/,323587,Greater than the sum of its specs: Google’s Moto X reviewed,"If you're in the market for a new Android phone right now, we would still ask you to consider a Galaxy S 4, HTC One, or even a cheaper phone like the Galaxy S III before we'd recommend the Moto X. However, as a beginning, as the first step in some longer journey, Google and Motorola's first ""true"" joint effort is intriguing. It's a confident step forward. It makes me interested to see where Motorola will be a year from now, and that's something I haven't said in a while.",gadgets
"Hands on with the big, red quad-core Nokia Lumia 2520 tablet",https://cdn.arstechnica.net/wp-content/uploads/2013/11/IMG_8781-Version-3-640x215.jpg,"Windows RT makes its Snapdragon 800 debut, and it brings along some fast LTE.",Lee Hutchinson,2013-11-21,,,https://arstechnica.com/gadgets/2013/11/hands-on-with-the-big-red-quad-core-nokia-lumia-2520-tablet/,376045,"Hands on with the big, red quad-core Nokia Lumia 2520 tablet",,gadgets
"Look Ma, no wires! A mini-review of Google’s Nexus Wireless Charger",https://cdn.arstechnica.net/wp-content/uploads/2013/11/IMG_8242-640x215.jpg,This attractive accessory trades efficiency for convenience.,Andrew Cunningham,2013-11-24,,,https://arstechnica.com/gadgets/2013/11/look-ma-no-wires-a-mini-review-of-googles-nexus-wireless-charger/,377359,"Look Ma, no wires! A mini-review of Google’s Nexus Wireless Charger","Wireless charging is still a nice feature—it's a good box to check, but its exclusion wouldn't keep us away from an otherwise attractive phone or tablet. If your phone ",gadgets
"Retina, round two: Apple’s 15-inch 2013 Retina MacBook Pro reviewed",https://cdn.arstechnica.net/wp-content/uploads/2013/10/IMG_7811-640x215.jpg,Graphics performance takes a step back even as everything else strides forward.,Andrew Cunningham,2013-10-26,"Fast, quad-core Haswell CPU.","Still no cellular option on any MacBooks, though Apple would probably say that a tethered iPhone ",https://arstechnica.com/gadgets/2013/10/retina-round-two-apples-15-inch-2013-retina-macbook-pro-reviewed/,362019,"Retina, round two: Apple’s 15-inch 2013 Retina MacBook Pro reviewed","The 13-inch model, which we'll be taking a closer look at soon, should be more of a slam dunk. The Iris Pro 5100 GPU it uses is weaker than the Iris 5200, but it should easily outpace the Intel HD 4000 in the old model and the HD 5000 in the 2013 MacBook Airs. For years now, Apple's smaller ""professional"" laptops just barely came with more graphics horsepower than its ultraportables, but along with the thinner and lighter chassis, the 13-inch Retina laptop should be able to make a better case for itself than the old one.",gadgets
Review: Acer and Haswell give Chrome OS the battery life it deserves,https://cdn.arstechnica.net/wp-content/uploads/2013/10/IMG_7755-640x215.jpg,Acer's C720 trades display and keyboard quality for performance and longevity.,Andrew Cunningham,2013-10-25,"Excellent performance, specs for the price",Mediocre screen,https://arstechnica.com/gadgets/2013/10/review-acer-and-haswell-give-chrome-os-the-battery-life-it-deserves/,357405,Review: Acer and Haswell give Chrome OS the battery life it deserves,"For tinkerers, enthusiasts, and those who value performance and battery life over all else, the C720 is the better buy. You’ll pay a little less, but you’ll get much better specs and impressive battery life that suits Chrome OS much better than the four-to-six hours you’ll get out of the Chromebook 11 (and previous-generation Chromebooks). The x86 architecture will also be more friendly to alternative operating systems if you intend to buy the C720 so you can make a cheap Ubuntu laptop out of it.",gadgets
Surface Pro 2: Less than a laptop,https://cdn.arstechnica.net/wp-content/uploads/2013/10/surface2-feat-pro1.jpg,"Review: The heart of a laptop it may be, but I want the body of a laptop, too.",Peter Bright,2013-10-30,It remains an excellently built device,Still has poor cameras,https://arstechnica.com/gadgets/2013/10/surface-pro-2-less-than-a-laptop/,364189,Surface Pro 2: Less than a laptop,"Coming from a person who is still desperately seeking a new workhorse laptop, the Surface Pro 2 fails to deliver. There are people for whom it will make sense. If you really want to consolidate a laptop and a tablet to avoid having to carry both, the Surface Pro 2 is a strong contender. It means making certain sacrifices, but this is the kind of role it can fill. The pen support, likewise, means that it's a strong candidate for artists or even heavy OneNote-using students. There are people for whom the Surface Pro 2 will be the perfect device. But if you're wanting a laptop, get a laptop—and if you just want a tablet, pick up the Surface 2 for half the price.",gadgets
Review: Tesla Motors’ all-electric Model S is fast—but is it a good car?,https://cdn.arstechnica.net/wp-content/uploads/2013/10/tesla0030-640x215.jpg,Ars drives a Model S for 500 miles to try to find the soul inside the machine.,Lee Hutchinson,2013-10-28,,,https://arstechnica.com/features/2013/10/review-tesla-model-s/,354701,Review: Tesla Motors’ all-electric Model S is fast—but is it a good car?,"If you'd been standing on the side of I-10 as we whisked by in a streak of silver-colored futuristic electric automobile, I'm not sure what would have been louder: the thump of vintage '80s rap-pop, or our dopplered howls of speed-happy delight.",features
Surface 2: More than a tablet,https://cdn.arstechnica.net/wp-content/uploads/2013/10/surface2-feat-standard1.jpg,Review: Improvements specifically address RT's shortcomings—plus apps finally exist.,Peter Bright,2013-10-30,It remains an excellently built device,We have to wait until next year to get a version with integrated LTE,https://arstechnica.com/gadgets/2013/10/surface-2-more-than-a-tablet/,363987,Surface 2: More than a tablet,"I think you could buy the Surface 2 and be happy with it. The first model required buyers to take a punt, to gamble on the Store delivering the apps they needed. The development the last year has seen largely removes that gamble. The Surface 2 works, and it works well. If none of its more-than-a-tablet features appeal, then you may be better served with an Android tablet or an iPad. But if any or all of the additional features ",gadgets
Nexus 5 Review: Flagship hardware for half the price,https://cdn.arstechnica.net/wp-content/uploads/2013/11/IMG_00543-640x215.jpg,"$350 gets you a Snapdragon 800, 2GB of RAM, and a fast track to future updates.",Ron Amadeo & Andrew Cunningham,2013-11-07,It's half the price of everything that competes with it.,"Unspectacular battery life. You can kill the phone in six hours, but it will happily sit in a pocket all day without draining much.",https://arstechnica.com/gadgets/2013/11/nexus-5-review-flagship-hardware-for-half-the-price/,366219,Nexus 5 Review: Flagship hardware for half the price,"The biggest disappointment is that Motorola completely outdid Google on the voice recognition front. The Nexus 5 is supposed to be the best of Google, but we longingly look at that ",gadgets
Review: Apple’s iPad Air is a big tablet without all the baggage,https://cdn.arstechnica.net/wp-content/uploads/2013/10/iPad-disuse-640x215.png,Apple's new tablet is an embiggened version of the perfectly cromulent iPad mini.,Andrew Cunningham,2013-11-04,"Thinner, smaller, and lighter body makes for a much more usable 10-inch tablet","The GPU can rarely actually double the performance of the A6X, counter to Apple's claims",https://arstechnica.com/gadgets/2013/11/review-apples-ipad-air-is-a-big-tablet-without-all-the-baggage/,362453,Review: Apple’s iPad Air is a big tablet without all the baggage,"The iPad Air throws the older Retina iPads' compromises into harsh relief. The third- and fourth-generation iPads sacrificed quite a bit in service of their high-resolution screens: They weighed more than the iPad 2. They took so long to charge that Apple had to increase the standard iPad charger's size from 10 W to 12 W just to take the edge off. Apple had to design and manufacture separate chips to make them run acceptably, even though the company normally goes out of its way to reuse components as a cost-cutting measure. Where the fourth-generation iPad was happy to improve performance and keep everything else the same, the iPad Air is a true successor to the third-generation iPad. Apple might not be able to sway those who have been wooed away by smaller tablets, but in the iPad Air the company has made a 10-inch tablet that's a whole lot nicer to use.",gadgets
